zoneId,startTime,endTime,startIndex,endIndex,duration,upper,lower,widthPct,merges,triggerChange,triggerSignal,outcome,insideRuns,insideBars,firstEntryIdx,firstEntryTime,entryLag,decisionIdx,decisionTime,decisionClose,pos,age,trendAt,volRatio,wickPoked,exitIdx,exitTime,exitClose,extShort,extLong,revertedShort,revertedLong,nextZoneSide,truncated
0,2025-03-05 13:00,2025-03-06 21:45,15,146,132,0.6364,0.6321,0.676,0,3.232,12.54,UP,1,1,15,2025-03-05 13:00,0,15,2025-03-05 13:00,0.636,0.907,0,1,2.16,true,16,2025-03-05 13:15,0.637,2.25,2.91,true,true,BELOW,false
1,2025-03-06 22:00,2025-03-07 13:15,147,208,62,0.6235,0.6192,0.682,0,4.889,12.47,DOWN,1,1,155,2025-03-07 00:00,8,155,2025-03-07 00:00,0.6231,0.907,8,-1,2.83,true,156,2025-03-07 00:15,0.6015,4.01,4.01,true,true,BELOW,false
2,2025-03-07 13:30,2025-03-10 16:45,209,510,302,0.6099,0.6067,0.517,0,4.842,13.94,UP,1,1,212,2025-03-07 14:15,3,212,2025-03-07 14:15,0.6082,0.469,3,-1,0.85,true,213,2025-03-07 14:30,0.6132,0,0.54,true,true,BELOW,false
3,2025-03-10 17:00,2025-03-11 17:00,511,607,97,0.5307,0.5272,0.674,0,6.091,19.96,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
4,2025-03-11 17:15,2025-03-12 05:30,608,657,50,0.5212,0.5186,0.505,0,5.137,15.77,DOWN,1,1,609,2025-03-11 17:30,1,609,2025-03-11 17:30,0.5193,0.269,1,1,0.91,true,610,2025-03-11 17:45,0.5167,0.35,0.35,true,true,BELOW,false
5,2025-03-12 05:45,2025-03-14 03:45,658,842,185,0.5084,0.5043,0.808,0,17.7,45.24,DOWN,1,1,658,2025-03-12 05:45,0,658,2025-03-12 05:45,0.5074,0.756,0,-1,9.44,true,659,2025-03-12 06:00,0.5041,0.58,0.58,true,true,ABOVE,false
6,2025-03-14 04:00,2025-03-14 17:45,843,898,56,0.5214,0.5197,0.328,0,2.886,10.59,DOWN,1,4,848,2025-03-14 05:15,5,851,2025-03-14 06:00,0.5211,0.824,8,-1,1.13,true,852,2025-03-14 06:15,0.5182,0.4,0.4,true,true,ABOVE,false
7,2025-03-14 18:00,2025-03-16 10:45,899,1062,164,0.5458,0.5437,0.384,0,3.306,10.02,UP,1,1,900,2025-03-14 18:15,1,900,2025-03-14 18:15,0.544,0.143,1,1,0.62,true,901,2025-03-14 18:30,0.5489,0,0,true,true,ABOVE,false
8,2025-03-16 11:00,2025-03-19 06:45,1063,1334,272,0.5575,0.5557,0.323,0,13.421,25.55,DOWN,1,1,1063,2025-03-16 11:00,0,1063,2025-03-16 11:00,0.557,0.722,0,-1,12.16,true,1064,2025-03-16 11:15,0.5521,2.03,2.34,false,true,ABOVE,false
9,2025-03-19 07:00,2025-03-19 17:15,1335,1376,42,0.5653,0.5631,0.388,0,7.409,14.18,BYPASS,0,0,,,,,,,,,,,,,,,,,,,ABOVE,false
