zoneId,startTime,endTime,startIndex,endIndex,duration,upper,lower,widthPct,merges,triggerChange,triggerSignal,outcome,insideRuns,insideBars,firstEntryIdx,firstEntryTime,entryLag,decisionIdx,decisionTime,decisionClose,pos,age,trendAt,volRatio,wickPoked,exitIdx,exitTime,exitClose,extShort,extLong,revertedShort,revertedLong,nextZoneSide,truncated
0,2020-11-24 23:00,2020-11-25 07:15,102,135,34,0.003953,0.003928,0.615,0,19.371,28.43,UP,1,1,115,2020-11-25 02:15,13,115,2020-11-25 02:15,0.003944,0.64,13,1,1.58,true,116,2020-11-25 02:30,0.00398,2.27,2.27,true,true,ABOVE,false
1,2020-11-25 07:30,2020-11-30 20:45,136,669,534,0.004048,0.004019,0.708,0,4.904,11.71,DOWN,1,1,137,2020-11-25 07:45,1,137,2020-11-25 07:45,0.004044,0.862,1,1,1.81,true,138,2020-11-25 08:00,0.003999,1.22,1.64,true,true,BELOW,false
2,2020-11-30 21:00,2020-12-02 11:45,670,825,156,0.003547,0.003536,0.308,0,4.43,12.96,UP,1,2,674,2020-11-30 22:00,4,675,2020-11-30 22:15,0.003541,0.455,5,1,0.13,true,676,2020-11-30 22:30,0.003552,0.14,3.11,true,true,BELOW,false
3,2020-12-02 12:00,2020-12-03 11:15,826,919,94,0.003398,0.003382,0.476,0,9.859,29.59,UP,1,1,830,2020-12-02 13:00,4,830,2020-12-02 13:00,0.003384,0.125,4,-1,1.27,true,831,2020-12-02 13:15,0.003405,2.31,2.34,true,true,ABOVE,false
4,2020-12-03 11:30,2020-12-04 15:45,920,1033,114,0.003425,0.003407,0.516,0,14.273,10.64,UP,1,1,928,2020-12-03 13:30,8,928,2020-12-03 13:30,0.003423,0.889,8,1,0.63,true,929,2020-12-03 13:45,0.003432,0,0.91,true,true,BELOW,false
5,2020-12-04 16:00,2020-12-04 21:00,1034,1054,21,0.003383,0.003362,0.625,0,7.825,14.49,DOWN,1,20,1034,2020-12-04 16:00,0,1053,2020-12-04 20:45,0.003362,0,19,-1,0.28,true,1054,2020-12-04 21:00,0.003356,2.74,3.48,false,false,OVERLAP,false
6,2020-12-04 21:15,2020-12-05 21:45,1055,1153,99,0.003383,0.003356,0.805,1,10.671,12.13,DOWN,1,1,1056,2020-12-04 21:30,1,1056,2020-12-04 21:30,0.00336,0.148,1,-1,1.47,true,1057,2020-12-04 21:45,0.003347,2.56,3.31,false,false,OVERLAP,false
7,2020-12-05 22:00,2020-12-06 02:15,1154,1171,18,0.003389,0.003356,0.977,2,12.631,11.07,UP,1,1,1154,2020-12-05 22:00,0,1154,2020-12-05 22:00,0.003378,0.667,0,1,0.98,false,1155,2020-12-05 22:15,0.003391,0,0,true,true,ABOVE,false
8,2020-12-06 02:30,2020-12-06 22:15,1172,1251,80,0.003413,0.003407,0.177,0,10.934,13.96,DOWN,1,1,1196,2020-12-06 08:30,24,1196,2020-12-06 08:30,0.003408,0.167,24,1,1.8,true,1197,2020-12-06 08:45,0.003386,1.67,1.88,false,false,BELOW,false
9,2020-12-06 22:30,2020-12-07 07:15,1252,1287,36,0.003406,0.003397,0.266,0,13.232,18.04,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
