zoneId,startTime,endTime,startIndex,endIndex,duration,upper,lower,widthPct,merges,triggerChange,triggerSignal,outcome,insideRuns,insideBars,firstEntryIdx,firstEntryTime,entryLag,decisionIdx,decisionTime,decisionClose,pos,age,trendAt,volRatio,wickPoked,exitIdx,exitTime,exitClose,extShort,extLong,revertedShort,revertedLong,nextZoneSide,truncated
0,2020-11-24 06:00,2020-11-24 15:30,34,72,39,33.562,33.214,1.071,0,4.909,17.56,DOWN,1,2,39,2020-11-24 07:15,5,40,2020-11-24 07:30,33.249,0.101,6,1,0.82,true,41,2020-11-24 07:45,33.058,0.55,4.56,true,true,BELOW,false
1,2020-11-24 15:45,2020-11-24 23:45,73,105,33,33.2,32.927,0.824,0,2.584,11.12,UP,1,5,73,2020-11-24 15:45,0,77,2020-11-24 16:45,33.172,0.897,4,1,0.61,true,78,2020-11-24 17:00,33.543,0,0.9,true,true,ABOVE,false
2,2020-11-25 00:00,2020-11-25 13:30,106,160,55,33.97,33.678,0.862,0,1.472,11.6,UP,1,1,106,2020-11-25 00:00,0,106,2020-11-25 00:00,33.886,0.712,0,1,3.41,true,107,2020-11-25 00:15,34.083,0.09,4.04,true,true,BELOW,false
3,2020-11-25 13:45,2020-12-02 08:45,161,813,653,33.379,33.163,0.655,0,3.437,12.38,DOWN,1,4,165,2020-11-25 14:45,4,168,2020-11-25 15:30,33.192,0.134,7,1,0.8,true,169,2020-11-25 15:45,33.005,1.85,4.86,false,false,BELOW,false
4,2020-12-02 09:00,2020-12-02 11:45,814,825,12,30.494,30.358,0.441,0,3.309,12.35,BYPASS,0,0,,,,,,,,,,,,,,,,,,,ABOVE,false
5,2020-12-02 12:00,2020-12-06 20:15,826,1243,418,30.64,30.502,0.454,0,3.49,11.31,DOWN,1,1,829,2020-12-02 12:45,3,829,2020-12-02 12:45,30.515,0.094,3,-1,0.79,true,830,2020-12-02 13:00,30.489,1.38,1.69,true,true,BELOW,false
6,2020-12-06 20:30,2020-12-07 18:00,1244,1330,87,29.269,29.227,0.143,0,9.62,10.29,UP,1,1,1246,2020-12-06 21:00,2,1246,2020-12-06 21:00,29.265,0.905,2,-1,0.63,true,1247,2020-12-06 21:15,29.293,0.41,0.41,true,true,ABOVE,false
7,2020-12-07 18:15,2020-12-07 21:15,1331,1343,13,29.435,29.314,0.415,0,5.421,15.04,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
8,2020-12-07 21:30,2020-12-08 09:15,1344,1391,48,29.267,29.23,0.126,0,6.623,19.25,UP,1,1,1345,2020-12-07 21:45,1,1345,2020-12-07 21:45,29.265,0.946,1,-1,0.66,true,1346,2020-12-07 22:00,29.281,0.17,0.17,true,true,BELOW,false
9,2020-12-08 09:30,2020-12-09 02:30,1392,1460,69,29.035,28.918,0.412,0,20.603,15.28,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
10,2020-12-09 02:45,2020-12-12 14:15,1461,1795,335,27.657,27.561,0.349,0,3.638,10.17,UP,1,2,1463,2020-12-09 03:15,2,1464,2020-12-09 03:30,27.652,0.948,3,-1,0.22,true,1465,2020-12-09 03:45,27.806,0.37,2.28,true,true,ABOVE,false
11,2020-12-12 14:30,2020-12-13 03:00,1796,1846,51,27.807,27.757,0.181,0,9.055,13.18,DOWN,1,1,1797,2020-12-12 14:45,1,1797,2020-12-12 14:45,27.785,0.56,1,1,3.52,true,1798,2020-12-12 15:00,27.642,0.41,0.41,true,true,ABOVE,false
12,2020-12-13 03:15,2020-12-13 22:00,1847,1922,76,28.172,28.131,0.145,0,11.8,11.65,UP,1,1,1851,2020-12-13 04:15,4,1851,2020-12-13 04:15,28.132,0.024,4,1,0.56,true,1852,2020-12-13 04:30,28.191,0,0,true,true,ABOVE,false
13,2020-12-13 22:15,2020-12-14 09:45,1923,1969,47,29.1,29.07,0.104,0,12.418,18.02,DOWN,1,1,1926,2020-12-13 23:00,3,1926,2020-12-13 23:00,29.072,0.067,3,1,2.51,true,1927,2020-12-13 23:15,29.061,0.69,0.76,true,true,BELOW,false
14,2020-12-14 10:00,2020-12-20 21:15,1970,2591,622,28.948,28.896,0.178,0,10.445,16.28,UP,1,1,1974,2020-12-14 11:00,4,1974,2020-12-14 11:00,28.924,0.538,4,-1,12.72,true,1975,2020-12-14 11:15,28.979,0.46,0.46,true,true,ABOVE,false
15,2020-12-20 21:30,2020-12-21 17:00,2592,2670,79,34.96,34.717,0.714,0,5.994,13.95,UP,1,1,2603,2020-12-21 00:15,11,2603,2020-12-21 00:15,34.89,0.712,11,-1,1.12,true,2604,2020-12-21 00:30,35.054,0,0.68,true,true,BELOW,false
16,2020-12-21 17:15,2020-12-23 15:30,2671,2856,186,32.372,32.286,0.269,0,9.59,12.29,UP,1,1,2681,2020-12-21 19:45,10,2681,2020-12-21 19:45,32.332,0.535,10,-1,0.73,true,2682,2020-12-21 20:00,32.399,0.48,2.04,true,true,OVERLAP,false
17,2020-12-23 15:45,2020-12-24 19:15,2857,2967,111,32.372,32.16,0.665,1,3.56,11.27,DOWN,1,2,2859,2020-12-23 16:15,2,2860,2020-12-23 16:30,32.181,0.099,3,-1,0.5,true,2861,2020-12-23 16:45,31.857,1,7.34,true,true,BELOW,false
18,2020-12-24 19:30,2020-12-25 13:45,2968,3041,74,32.104,32.044,0.188,0,10.707,16.01,DOWN,1,1,2969,2020-12-24 19:45,1,2969,2020-12-24 19:45,32.052,0.133,1,1,2.98,true,2970,2020-12-24 20:00,31.862,0.69,0.69,true,true,ABOVE,false
19,2020-12-25 14:00,2020-12-25 23:00,3042,3078,37,33.171,33.094,0.234,0,8.12,10.69,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
20,2020-12-25 23:15,2020-12-26 04:30,3079,3100,22,32.704,32.557,0.442,0,5.477,26.96,BYPASS,0,0,,,,,,,,,,,,,,,,,,,ABOVE,false
21,2020-12-26 04:45,2020-12-29 22:15,3101,3459,359,33.515,33.448,0.202,0,10.378,13.97,DOWN,1,1,3139,2020-12-26 14:15,38,3139,2020-12-26 14:15,33.455,0.104,38,1,3.16,true,3140,2020-12-26 14:30,33.3,1.17,1.17,true,true,ABOVE,false
22,2020-12-29 22:30,2020-12-30 15:45,3460,3529,70,38.189,38.067,0.319,0,6.078,12.92,DOWN,1,1,3474,2020-12-30 02:00,14,3474,2020-12-30 02:00,38.089,0.18,14,1,0.8,true,3475,2020-12-30 02:15,37.915,1.38,1.83,false,true,BELOW,false
23,2020-12-30 16:00,2021-01-12 09:45,3530,4753,1224,37.616,37.44,0.471,0,3.968,10.51,UP,1,1,3531,2020-12-30 16:15,1,3531,2020-12-30 16:15,37.52,0.455,1,-1,0.8,true,3532,2020-12-30 16:30,37.743,0.08,0.54,true,true,ABOVE,false
24,2021-01-12 10:00,2021-01-12 13:00,4754,4766,13,39.128,38.857,0.703,0,6.204,11.97,DOWN,1,2,4758,2021-01-12 11:00,4,4759,2021-01-12 11:15,39.064,0.764,5,1,0.7,true,4760,2021-01-12 11:30,38.854,2.18,4.38,true,true,OVERLAP,false
25,2021-01-12 13:15,2021-01-17 14:45,4767,5253,487,39.128,38.812,0.819,1,3.013,13.29,UP,1,3,4779,2021-01-12 16:15,12,4781,2021-01-12 16:45,39.032,0.696,14,1,0.7,true,4782,2021-01-12 17:00,39.139,0.36,2.86,true,true,ABOVE,false
26,2021-01-17 15:00,2021-01-18 10:45,5254,5333,80,41.944,41.706,0.557,0,4.49,10.3,BYPASS,0,0,,,,,,,,,,,,,,,,,,,ABOVE,false
27,2021-01-18 11:00,2021-01-19 13:00,5334,5438,105,45.799,45.58,0.489,0,8.501,23.14,DOWN,1,2,5391,2021-01-19 01:15,57,5392,2021-01-19 01:30,45.629,0.224,58,-1,2.59,true,5393,2021-01-19 01:45,45.38,2.03,2.03,false,true,OVERLAP,false
28,2021-01-19 13:15,2021-01-21 04:15,5439,5595,157,45.85,45.58,0.576,1,5.193,11.31,DOWN,1,1,5442,2021-01-19 14:00,3,5442,2021-01-19 14:00,45.68,0.37,3,1,6.3,true,5443,2021-01-19 14:15,45.286,3.91,8.54,false,false,BELOW,false
29,2021-01-21 04:30,2021-02-06 17:45,5596,7185,1590,41.851,41.691,0.385,0,1.865,11.83,DOWN,1,1,5603,2021-01-21 06:15,7,5603,2021-01-21 06:15,41.771,0.5,7,-1,0.56,true,5604,2021-01-21 06:30,41.647,1.84,6.43,true,true,ABOVE,false
30,2021-02-06 18:00,2021-02-15 02:00,7186,7986,801,73.216,72.834,0.534,0,4.444,12.23,DOWN,1,2,7201,2021-02-06 21:45,15,7202,2021-02-06 22:00,73.12,0.749,16,1,0.69,true,7203,2021-02-06 22:15,72.562,2.12,6.46,true,true,ABOVE,false
31,2021-02-15 02:15,2021-02-23 07:45,7987,8777,791,132.941,130.12,2.324,0,5.776,13.09,DOWN,1,2,8007,2021-02-15 07:15,20,8008,2021-02-15 07:30,131.536,0.502,21,-1,0.83,true,8009,2021-02-15 07:45,129.881,1.6,1.6,true,true,ABOVE,false
32,2021-02-23 08:00,2021-02-28 19:30,8778,9304,527,238,231.24,3.071,0,2.787,16.1,DOWN,1,1,8802,2021-02-23 14:00,24,8802,2021-02-23 14:00,231.651,0.061,24,-1,0.63,true,8803,2021-02-23 14:15,225.755,9.1,12.19,true,true,BELOW,false
33,2021-02-28 19:45,2021-03-04 07:45,9305,9641,337,200.217,198.439,0.867,0,4.097,11.18,BYPASS,0,0,,,,,,,,,,,,,,,,,,,ABOVE,false
34,2021-03-04 08:00,2021-03-11 23:45,9642,10377,736,243.661,241.672,0.81,0,2.272,10.64,DOWN,1,1,9939,2021-03-07 10:15,297,9939,2021-03-07 10:15,242.673,0.503,297,1,3.84,true,9940,2021-03-07 10:30,239.94,1.69,2.66,true,true,ABOVE,false
