zoneId,startTime,endTime,startIndex,endIndex,duration,upper,lower,widthPct,merges,triggerChange,triggerSignal,outcome,insideRuns,insideBars,firstEntryIdx,firstEntryTime,entryLag,decisionIdx,decisionTime,decisionClose,pos,age,trendAt,volRatio,wickPoked,exitIdx,exitTime,exitClose,extShort,extLong,revertedShort,revertedLong,nextZoneSide,truncated
0,2020-11-24 06:00,2020-11-29 00:00,34,490,457,2.4652,2.4012,2.788,0,3.587,12.88,DOWN,1,4,42,2020-11-24 08:00,8,45,2020-11-24 08:45,2.453,0.809,11,1,0.84,true,46,2020-11-24 09:00,2.349,10.56,11.2,false,false,BELOW,false
1,2020-11-29 00:15,2020-11-30 06:30,491,612,122,1.889,1.8628,1.408,0,3.337,14.31,DOWN,1,3,492,2020-11-29 00:30,1,494,2020-11-29 01:00,1.8661,0.126,3,1,0.69,true,495,2020-11-29 01:15,1.8515,1.01,1.01,true,true,ABOVE,false
2,2020-11-30 06:45,2020-12-03 05:45,613,897,285,1.9467,1.9373,0.483,0,5.522,17.17,DOWN,1,5,613,2020-11-30 06:45,0,617,2020-11-30 07:45,1.9443,0.745,4,1,1.1,true,618,2020-11-30 08:00,1.917,1.98,1.98,true,true,ABOVE,false
3,2020-12-03 06:00,2020-12-04 02:15,898,979,82,2.1555,2.1399,0.722,0,7.2,11.16,UP,1,1,899,2020-12-03 06:15,1,899,2020-12-03 06:15,2.1528,0.827,1,1,0.99,true,900,2020-12-03 06:30,2.1597,0.76,0.76,true,true,BELOW,false
4,2020-12-04 02:30,2020-12-08 03:00,980,1366,387,2.084,2.0771,0.338,0,3.518,13.88,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
5,2020-12-08 03:15,2020-12-09 07:30,1367,1480,114,1.8165,1.8121,0.246,0,2.835,10.32,DOWN,1,2,1377,2020-12-08 05:45,10,1378,2020-12-08 06:00,1.8149,0.636,11,-1,1.2,true,1379,2020-12-08 06:15,1.8022,3.32,8.84,false,false,BELOW,false
6,2020-12-09 07:45,2020-12-12 14:15,1481,1795,315,1.6308,1.6183,0.805,0,5.628,10.9,UP,1,1,1497,2020-12-09 11:45,16,1497,2020-12-09 11:45,1.6236,0.424,16,-1,0.62,true,1498,2020-12-09 12:00,1.6311,0.93,0.93,true,true,BELOW,false
7,2020-12-12 14:30,2020-12-13 03:45,1796,1849,54,1.5154,1.5109,0.303,0,4.375,12.56,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
8,2020-12-13 04:00,2020-12-13 22:00,1850,1922,73,1.4679,1.4647,0.22,0,2.165,10.91,UP,1,6,1852,2020-12-13 04:30,2,1857,2020-12-13 05:45,1.4679,1,7,-1,0.7,true,1858,2020-12-13 06:00,1.475,0,0,true,true,ABOVE,false
9,2020-12-13 22:15,2020-12-14 07:45,1923,1961,39,1.5828,1.5728,0.647,0,4.759,19.61,UP,1,4,1938,2020-12-14 02:00,15,1941,2020-12-14 02:45,1.5823,0.95,18,1,0.88,true,1942,2020-12-14 03:00,1.5956,0.18,0.18,true,true,ABOVE,false
10,2020-12-14 08:00,2020-12-15 01:45,1962,2033,72,1.5948,1.5862,0.536,0,6.068,15.76,UP,1,3,2023,2020-12-14 23:15,61,2025,2020-12-14 23:45,1.5936,0.86,63,-1,0.89,true,2026,2020-12-15 00:00,1.5964,0.03,0.03,true,true,OVERLAP,false
