zoneId,startTime,endTime,startIndex,endIndex,duration,upper,lower,widthPct,merges,triggerChange,triggerSignal,outcome,insideRuns,insideBars,firstEntryIdx,firstEntryTime,entryLag,decisionIdx,decisionTime,decisionClose,pos,age,trendAt,volRatio,wickPoked,exitIdx,exitTime,exitClose,extShort,extLong,revertedShort,revertedLong,nextZoneSide,truncated
0,2023-05-04 06:00,2023-05-04 11:15,56,77,22,1.4032,1.3912,0.876,0,2.855,12.08,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
1,2023-05-04 11:30,2023-05-04 23:15,78,125,48,1.3615,1.3564,0.381,0,6.202,16.71,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
2,2023-05-04 23:30,2023-05-05 09:15,126,165,40,1.3223,1.3173,0.378,0,3.678,12.97,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
3,2023-05-05 09:30,2023-05-07 23:30,166,414,249,1.2818,1.2709,0.838,0,5.399,17.01,UP,1,4,396,2023-05-07 19:00,230,399,2023-05-07 19:45,1.2795,0.789,233,-1,0.75,true,400,2023-05-07 20:00,1.2833,0,13.45,true,true,OVERLAP,false
4,2023-05-07 23:45,2023-05-12 05:30,415,822,408,1.2867,1.2709,1.272,1,19.109,42.45,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
5,2023-05-12 05:45,2023-05-17 15:30,823,1342,520,1.039,1.0271,1.164,0,2.78,14.06,UP,1,3,826,2023-05-12 06:30,3,828,2023-05-12 07:00,1.0335,0.538,5,-1,1.35,true,829,2023-05-12 07:15,1.0399,0,0,true,true,ABOVE,false
6,2023-05-17 15:45,2023-05-18 17:15,1343,1445,103,1.1384,1.131,0.632,0,19.574,36.82,BYPASS,0,0,,,,,,,,,,,,,,,,,,,ABOVE,false
7,2023-05-18 17:30,2023-05-21 15:15,1446,1725,280,1.1596,1.1523,0.638,0,2.279,11.02,DOWN,1,1,1462,2023-05-18 21:30,16,1462,2023-05-18 21:30,1.1561,0.521,16,-1,1.76,true,1463,2023-05-18 21:45,1.1504,1.16,2.07,true,true,BELOW,false
8,2023-05-21 15:30,2023-05-23 18:00,1726,1928,203,1.1218,1.1186,0.301,0,21.278,29.35,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
9,2023-05-23 18:15,2023-05-23 23:45,1929,1951,23,1.0588,1.056,0.266,0,2.299,10.36,DOWN,1,1,1930,2023-05-23 18:30,1,1930,2023-05-23 18:30,1.057,0.357,1,-1,0.63,true,1931,2023-05-23 18:45,1.0549,3.19,3.19,true,true,BELOW,false
10,2023-05-24 00:00,2023-05-24 13:30,1952,2006,55,1.0529,1.05,0.278,0,6.789,10.33,BYPASS,0,0,,,,,,,,,,,,,,,,,,,BELOW,false
11,2023-05-24 13:45,2023-05-25 15:00,2007,2108,102,0.98,0.97,1.039,0,4.71,10.58,DOWN,1,1,2015,2023-05-24 15:45,8,2015,2023-05-24 15:45,0.9737,0.37,8,-1,0.49,true,2016,2023-05-24 16:00,0.968,1.36,1.36,true,true,ABOVE,false
12,2023-05-25 15:15,2023-05-26 12:15,2109,2193,85,0.9869,0.9831,0.39,0,2.26,10.08,UP,1,3,2121,2023-05-25 18:15,12,2123,2023-05-25 18:45,0.9851,0.526,14,1,0.37,true,2124,2023-05-25 19:00,0.9888,0.41,0.51,true,true,OVERLAP,false
13,2023-05-26 12:30,2023-05-27 04:45,2194,2259,66,0.9871,0.9831,0.408,1,5.562,12.93,UP,1,2,2196,2023-05-26 13:00,2,2197,2023-05-26 13:15,0.9847,0.4,3,1,0.52,true,2198,2023-05-26 13:30,0.9964,0,0.24,true,true,ABOVE,false
14,2023-05-27 05:00,2023-05-28 05:15,2260,2357,98,0.9971,0.9945,0.258,0,9.251,17.78,UP,1,1,2265,2023-05-27 06:15,5,2265,2023-05-27 06:15,0.9967,0.846,5,1,0.48,true,2266,2023-05-27 06:30,1,0,0.16,true,true,ABOVE,false
15,2023-05-28 05:30,2023-05-30 07:45,2358,2559,202,1.0062,1.0049,0.13,0,6.221,16.02,UP,1,3,2364,2023-05-28 07:00,6,2366,2023-05-28 07:30,1.0049,0,8,1,0.35,true,2367,2023-05-28 07:45,1.0073,0.49,0.49,true,true,ABOVE,false
